Date,FIPSCode,Month In Effect,Date In Effect,Mask Use Perc
06/24/2020,32011,3,06/2020,0.773
06/24/2020,32013,3,06/2020,0.794
06/24/2020,32015,3,06/2020,0.77
06/24/2020,32017,3,06/2020,0.787
06/24/2020,32019,3,06/2020,0.844
06/24/2020,32021,3,06/2020,0.87
06/24/2020,32023,3,06/2020,0.849
06/24/2020,32027,3,06/2020,0.729
06/24/2020,32029,3,06/2020,0.908
06/24/2020,32031,3,06/2020,0.891
06/24/2020,32033,3,06/2020,0.717
06/24/2020,32510,3,06/2020,0.859
,33001,8,,0.756
,33003,8,,0.77
,33005,8,,0.811
,33007,8,,0.866
,33009,8,,0.904
,33011,8,,0.834
,33013,8,,0.773
,33015,8,,0.851
,33017,8,,0.748
,33019,8,,0.826
04/08/2020,34001,1,04/2020,0.91
04/08/2020,34003,1,04/2020,0.913
04/08/2020,34005,1,04/2020,0.913
04/08/2020,34007,1,04/2020,0.939
04/08/2020,34009,1,04/2020,0.954
04/08/2020,34011,1,04/2020,0.904
04/08/2020,34013,1,04/2020,0.865
04/08/2020,34015,1,04/2020,0.891
04/08/2020,34017,1,04/2020,0.881
04/08/2020,34019,1,04/2020,0.889
04/08/2020,34021,1,04/2020,0.919
04/08/2020,34023,1,04/2020,0.911
04/08/2020,34025,1,04/2020,0.928
04/08/2020,34027,1,04/2020,0.911
04/08/2020,34029,1,04/2020,0.876
04/08/2020,34031,1,04/2020,0.894
04/08/2020,34033,1,04/2020,0.88
04/08/2020,34035,1,04/2020,0.911
04/08/2020,34037,1,04/2020,0.925
04/08/2020,34039,1,04/2020,0.918
04/08/2020,34041,1,04/2020,0.901
05/15/2020,35001,2,05/2020,0.893
05/15/2020,35003,2,05/2020,0.871
05/15/2020,35005,2,05/2020,0.778
05/15/2020,35006,2,05/2020,0.924
05/15/2020,35007,2,05/2020,0.849
05/15/2020,35009,2,05/2020,0.749
05/15/2020,35011,2,05/2020,0.81
05/15/2020,35013,2,05/2020,0.909
05/15/2020,35015,2,05/2020,0.638
05/15/2020,35017,2,05/2020,0.777
05/15/2020,35019,2,05/2020,0.864
05/15/2020,35021,2,05/2020,0.729
05/15/2020,35023,2,05/2020,0.722
05/15/2020,35025,2,05/2020,0.749
05/15/2020,35027,2,05/2020,0.893
05/15/2020,35028,2,05/2020,0.882
05/15/2020,35029,2,05/2020,0.825
05/15/2020,35031,2,05/2020,0.923
05/15/2020,35033,2,05/2020,0.904
05/15/2020,35035,2,05/2020,0.753
05/15/2020,35037,2,05/2020,0.73
05/15/2020,35039,2,05/2020,0.837
05/15/2020,35041,2,05/2020,0.748
05/15/2020,35043,2,05/2020,0.872
05/15/2020,35045,2,05/2020,0.81
05/15/2020,35047,2,05/2020,0.919
05/15/2020,35049,2,05/2020,0.946
05/15/2020,35051,2,05/2020,0.898
05/15/2020,35053,2,05/2020,0.939
05/15/2020,35055,2,05/2020,0.898
05/15/2020,35057,2,05/2020,0.863
05/15/2020,35059,2,05/2020,0.635
05/15/2020,35061,2,05/2020,0.843
04/17/2020,36001,1,04/2020,0.93
04/17/2020,36003,1,04/2020,0.895
04/17/2020,36005,1,04/2020,0.878
04/17/2020,36007,1,04/2020,0.878
04/17/2020,36009,1,04/2020,0.949
04/17/2020,36011,1,04/2020,0.894
04/17/2020,36013,1,04/2020,0.909
04/17/2020,36015,1,04/2020,0.85
04/17/2020,36017,1,04/2020,0.891
04/17/2020,36019,1,04/2020,0.857
04/17/2020,36021,1,04/2020,0.952
04/17/2020,36023,1,04/2020,0.921
04/17/2020,36025,1,04/2020,0.856
04/17/2020,36027,1,04/2020,0.953
04/17/2020,36029,1,04/2020,0.927
04/17/2020,36031,1,04/2020,0.843
04/17/2020,36033,1,04/2020,0.83
04/17/2020,36035,1,04/2020,0.847
04/17/2020,36037,1,04/2020,0.968
04/17/2020,36039,1,04/2020,0.934
04/17/2020,36041,1,04/2020,0.882
04/17/2020,36043,1,04/2020,0.916
04/17/2020,36045,1,04/2020,0.896
04/17/2020,36047,1,04/2020,0.873
04/17/2020,36049,1,04/2020,0.875
04/17/2020,36051,1,04/2020,0.946
04/17/2020,36053,1,04/2020,0.939
04/17/2020,36055,1,04/2020,0.914
04/17/2020,36057,1,04/2020,0.839
04/17/2020,36059,1,04/2020,0.921
04/17/2020,36061,1,04/2020,0.924
04/17/2020,36061,1,04/2020,0.924
04/17/2020,36061,1,04/2020,0.924
04/17/2020,36061,1,04/2020,0.924
04/17/2020,36063,1,04/2020,0.934
04/17/2020,36065,1,04/2020,0.927
04/17/2020,36067,1,04/2020,0.919
04/17/2020,36069,1,04/2020,0.956
04/17/2020,36071,1,04/2020,0.926
04/17/2020,36073,1,04/2020,0.906
04/17/2020,36075,1,04/2020,0.885
04/17/2020,36077,1,04/2020,0.875
04/17/2020,36079,1,04/2020,0.957
04/17/2020,36081,1,04/2020,0.887
04/17/2020,36083,1,04/2020,0.891
04/17/2020,36085,1,04/2020,0.906
04/17/2020,36087,1,04/2020,0.917
04/17/2020,36089,1,04/2020,0.85
04/17/2020,36091,1,04/2020,0.907
04/17/2020,36093,1,04/2020,0.901
04/17/2020,36095,1,04/2020,0.933
04/17/2020,36097,1,04/2020,0.909
04/17/2020,36099,1,04/2020,0.946
04/17/2020,36101,1,04/2020,0.875
04/17/2020,36103,1,04/2020,0.888
04/17/2020,36105,1,04/2020,0.902
04/17/2020,36107,1,04/2020,0.953
04/17/2020,36109,1,04/2020,0.931
04/17/2020,36111,1,04/2020,0.918
04/17/2020,36113,1,04/2020,0.853
04/17/2020,36115,1,04/2020,0.811
04/17/2020,36117,1,04/2020,0.921
04/17/2020,36119,1,04/2020,0.913
04/17/2020,36121,1,04/2020,0.968
04/17/2020,36123,1,04/2020,0.971
06/26/2020,37001,3,06/2020,0.761
06/26/2020,37003,3,06/2020,0.847
06/26/2020,37005,3,06/2020,0.714
06/26/2020,37007,3,06/2020,0.804
06/26/2020,37009,3,06/2020,0.742
06/26/2020,37011,3,06/2020,0.682
06/26/2020,37013,3,06/2020,0.842
06/26/2020,37015,3,06/2020,0.796
06/26/2020,37017,3,06/2020,0.828
06/26/2020,37019,3,06/2020,0.921
06/26/2020,37021,3,06/2020,0.923
06/26/2020,37023,3,06/2020,0.729
06/26/2020,37025,3,06/2020,0.846
06/26/2020,37027,3,06/2020,0.869
06/26/2020,37029,3,06/2020,0.763
06/26/2020,37031,3,06/2020,0.757
06/26/2020,37033,3,06/2020,0.706
06/26/2020,37035,3,06/2020,0.765
06/26/2020,37037,3,06/2020,0.905
06/26/2020,37039,3,06/2020,0.704
06/26/2020,37041,3,06/2020,0.793
06/26/2020,37043,3,06/2020,0.715
06/26/2020,37045,3,06/2020,0.724
06/26/2020,37047,3,06/2020,0.666
06/26/2020,37049,3,06/2020,0.685
06/26/2020,37051,3,06/2020,0.824
06/26/2020,37053,3,06/2020,0.691
06/26/2020,37055,3,06/2020,0.865
06/26/2020,37057,3,06/2020,0.688
06/26/2020,37059,3,06/2020,0.821
06/26/2020,37061,3,06/2020,0.746
06/26/2020,37063,3,06/2020,0.936
06/26/2020,37065,3,06/2020,0.887
06/26/2020,37067,3,06/2020,0.889
06/26/2020,37069,3,06/2020,0.872
06/26/2020,37071,3,06/2020,0.829
06/26/2020,37073,3,06/2020,0.78
06/26/2020,37075,3,06/2020,0.738
06/26/2020,37077,3,06/2020,0.843
06/26/2020,37079,3,06/2020,0.741
06/26/2020,37081,3,06/2020,0.787
06/26/2020,37083,3,06/2020,0.911
06/26/2020,37085,3,06/2020,0.84
06/26/2020,37087,3,06/2020,0.854
06/26/2020,37089,3,06/2020,0.916
06/26/2020,37091,3,06/2020,0.913
06/26/2020,37093,3,06/2020,0.852
06/26/2020,37095,3,06/2020,0.757
06/26/2020,37097,3,06/2020,0.763
06/26/2020,37099,3,06/2020,0.792
06/26/2020,37101,3,06/2020,0.833
06/26/2020,37103,3,06/2020,0.678
06/26/2020,37105,3,06/2020,0.751
06/26/2020,37107,3,06/2020,0.738
06/26/2020,37109,3,06/2020,0.797
06/26/2020,37111,3,06/2020,0.706
06/26/2020,37113,3,06/2020,0.723
06/26/2020,37115,3,06/2020,0.87
06/26/2020,37117,3,06/2020,0.755
06/26/2020,37119,3,06/2020,0.86
06/26/2020,37121,3,06/2020,0.723
06/26/2020,37123,3,06/2020,0.839
06/26/2020,37125,3,06/2020,0.815
06/26/2020,37127,3,06/2020,0.885
06/26/2020,37129,3,06/2020,0.917
06/26/2020,37131,3,06/2020,0.913
06/26/2020,37133,3,06/2020,0.763
06/26/2020,37135,3,06/2020,0.943
06/26/2020,37137,3,06/2020,0.725
06/26/2020,37139,3,06/2020,0.801
06/26/2020,37141,3,06/2020,0.772
06/26/2020,37143,3,06/2020,0.797
06/26/2020,37145,3,06/2020,0.912
06/26/2020,37147,3,06/2020,0.816
06/26/2020,37149,3,06/2020,0.762
06/26/2020,37151,3,06/2020,0.751
06/26/2020,37153,3,06/2020,0.765
06/26/2020,37155,3,06/2020,0.791
06/26/2020,37157,3,06/2020,0.657
06/26/2020,37159,3,06/2020,0.717
06/26/2020,37161,3,06/2020,0.688
06/26/2020,37163,3,06/2020,0.905
06/26/2020,37165,3,06/2020,0.657
06/26/2020,37167,3,06/2020,0.791
06/26/2020,37169,3,06/2020,0.835
06/26/2020,37171,3,06/2020,0.84
06/26/2020,37173,3,06/2020,0.775
06/26/2020,37175,3,06/2020,0.915
06/26/2020,37177,3,06/2020,0.828
06/26/2020,37179,3,06/2020,0.828
06/26/2020,37181,3,06/2020,0.79
06/26/2020,37183,3,06/2020,0.895
06/26/2020,37185,3,06/2020,0.844
06/26/2020,37187,3,06/2020,0.777
06/26/2020,37189,3,06/2020,0.856
06/26/2020,37191,3,06/2020,0.876
06/26/2020,37193,3,06/2020,0.719
06/26/2020,37195,3,06/2020,0.838
06/26/2020,37197,3,06/2020,0.82
06/26/2020,37199,3,06/2020,0.889
,38001,8,,0.426
,38003,8,,0.673
,38005,8,,0.399
,38007,8,,0.462
,38009,8,,0.533
,38011,8,,0.525
,38013,8,,0.511
,38015,8,,0.504
,38017,8,,0.656
,38019,8,,0.417
,38021,8,,0.544
,38023,8,,0.482
,38025,8,,0.491
,38027,8,,0.455
,38029,8,,0.524
,38031,8,,0.574
,38033,8,,0.459
,38035,8,,0.558
,38037,8,,0.465
,38039,8,,0.587
,38041,8,,0.425
,38043,8,,0.527
,38045,8,,0.622
,38047,8,,0.567
,38049,8,,0.538
,38051,8,,0.566
,38053,8,,0.485
,38055,8,,0.519
,38057,8,,0.503
,38059,8,,0.498
,38061,8,,0.514
,38063,8,,0.492
,38065,8,,0.501
,38067,8,,0.503
,38069,8,,0.492
,38071,8,,0.37
,38073,8,,0.59
,38075,8,,0.536
,38077,8,,0.482
,38079,8,,0.463
,38081,8,,0.508
,38083,8,,0.52
,38085,8,,0.506
,38087,8,,0.461
,38089,8,,0.459
,38091,8,,0.465
,38093,8,,0.668
,38095,8,,0.378
,38097,8,,0.536
,38099,8,,0.524
,38101,8,,0.539
,38103,8,,0.501
,38105,8,,0.477
07/23/2020,39001,4,07/2020,0.661
07/23/2020,39003,4,07/2020,0.696
07/23/2020,39005,4,07/2020,0.628
07/23/2020,39007,4,07/2020,0.749
07/23/2020,39009,4,07/2020,0.649
07/23/2020,39011,4,07/2020,0.627
07/23/2020,39013,4,07/2020,0.714
07/23/2020,39015,4,07/2020,0.545
07/23/2020,39017,4,07/2020,0.775
07/23/2020,39019,4,07/2020,0.54
07/23/2020,39021,4,07/2020,0.59
07/23/2020,39023,4,07/2020,0.718
07/23/2020,39025,4,07/2020,0.776
07/23/2020,39027,4,07/2020,0.56
07/23/2020,39029,4,07/2020,0.707
07/23/2020,39031,4,07/2020,0.436
07/23/2020,39033,4,07/2020,0.666
07/23/2020,39035,4,07/2020,0.822
07/23/2020,39037,4,07/2020,0.551
07/23/2020,39039,4,07/2020,0.683
07/23/2020,39041,4,07/2020,0.817
07/23/2020,39043,4,07/2020,0.809
07/23/2020,39045,4,07/2020,0.669
07/23/2020,39047,4,07/2020,0.46
07/23/2020,39049,4,07/2020,0.815
07/23/2020,39051,4,07/2020,0.607
07/23/2020,39053,4,07/2020,0.641
07/23/2020,39055,4,07/2020,0.849
07/23/2020,39057,4,07/2020,0.783
07/23/2020,39059,4,07/2020,0.6
07/23/2020,39061,4,07/2020,0.773
07/23/2020,39063,4,07/2020,0.675
07/23/2020,39065,4,07/2020,0.595
07/23/2020,39067,4,07/2020,0.598
07/23/2020,39069,4,07/2020,0.662
07/23/2020,39071,4,07/2020,0.63
07/23/2020,39073,4,07/2020,0.484
07/23/2020,39075,4,07/2020,0.728
07/23/2020,39077,4,07/2020,0.541
07/23/2020,39079,4,07/2020,0.446
07/23/2020,39081,4,07/2020,0.629
07/23/2020,39083,4,07/2020,0.696
07/23/2020,39085,4,07/2020,0.79
07/23/2020,39087,4,07/2020,0.629
07/23/2020,39089,4,07/2020,0.666
07/23/2020,39091,4,07/2020,0.434
07/23/2020,39093,4,07/2020,0.715
07/23/2020,39095,4,07/2020,0.755
07/23/2020,39097,4,07/2020,0.709
07/23/2020,39099,4,07/2020,0.756
07/23/2020,39101,4,07/2020,0.621
07/23/2020,39103,4,07/2020,0.73
07/23/2020,39105,4,07/2020,0.609
07/23/2020,39107,4,07/2020,0.547
07/23/2020,39109,4,07/2020,0.663
07/23/2020,39111,4,07/2020,0.677
07/23/2020,39113,4,07/2020,0.829
07/23/2020,39115,4,07/2020,0.591
07/23/2020,39117,4,07/2020,0.772
07/23/2020,39119,4,07/2020,0.598
07/23/2020,39121,4,07/2020,0.576
07/23/2020,39123,4,07/2020,0.828
07/23/2020,39125,4,07/2020,0.604
07/23/2020,39127,4,07/2020,0.499
07/23/2020,39129,4,07/2020,0.754
07/23/2020,39131,4,07/2020,0.567
07/23/2020,39133,4,07/2020,0.768
07/23/2020,39135,4,07/2020,0.623
07/23/2020,39137,4,07/2020,0.587
07/23/2020,39139,4,07/2020,0.64
07/23/2020,39141,4,07/2020,0.615
07/23/2020,39143,4,07/2020,0.678
07/23/2020,39145,4,07/2020,0.543
07/23/2020,39147,4,07/2020,0.443
07/23/2020,39149,4,07/2020,0.483
07/23/2020,39151,4,07/2020,0.723
07/23/2020,39153,4,07/2020,0.772
07/23/2020,39155,4,07/2020,0.765
07/23/2020,39157,4,07/2020,0.554
07/23/2020,39159,4,07/2020,0.708
07/23/2020,39161,4,07/2020,0.624
07/23/2020,39163,4,07/2020,0.527
07/23/2020,39165,4,07/2020,0.809
07/23/2020,39167,4,07/2020,0.665
07/23/2020,39169,4,07/2020,0.711
07/23/2020,39171,4,07/2020,0.633
07/23/2020,39173,4,07/2020,0.824
07/23/2020,39175,4,07/2020,0.561
,40001,8,,0.569
,40003,8,,0.512
,40005,8,,0.629
,40007,8,,0.607
,40009,8,,0.46
,40011,8,,0.646
,40013,8,,0.694
,40015,8,,0.683
,40017,8,,0.781
,40019,8,,0.564
,40021,8,,0.567
,40023,8,,0.705
,40025,8,,0.618
,40027,8,,0.774
,40029,8,,0.701
,40031,8,,0.639
,40033,8,,0.721
,40035,8,,0.404
,40037,8,,0.627
,40039,8,,0.307
,40041,8,,0.423
,40043,8,,0.463
,40045,8,,0.513
,40047,8,,0.538
,40049,8,,0.682
,40051,8,,0.671
,40053,8,,0.512
,40055,8,,0.59
,40057,8,,0.577
,40059,8,,0.535
,40061,8,,0.561
,40063,8,,0.727
,40065,8,,0.702
,40067,8,,0.645
,40069,8,,0.618
,40071,8,,0.644
,40073,8,,0.811
,40075,8,,0.654
,40077,8,,0.522
,40079,8,,0.55
,40081,8,,0.559
,40083,8,,0.829
,40085,8,,0.63
,40087,8,,0.742
,40089,8,,0.61
,40091,8,,0.594
,40093,8,,0.546
,40095,8,,0.681
,40097,8,,0.438
,40099,8,,0.558
,40101,8,,0.586
,40103,8,,0.746
,40105,8,,0.567
,40107,8,,0.612
,40109,8,,0.743
,40111,8,,0.666
,40113,8,,0.59
,40115,8,,0.488
,40117,8,,0.578
,40119,8,,0.721
,40121,8,,0.618
,40123,8,,0.836
,40125,8,,0.628
,40127,8,,0.649
,40129,8,,0.451
,40131,8,,0.634
,40133,8,,0.647
,40135,8,,0.574
,40137,8,,0.661
,40139,8,,0.655
,40141,8,,0.705
,40143,8,,0.725
,40145,8,,0.681
,40147,8,,0.537
,40149,8,,0.477
,40151,8,,0.553
,40153,8,,0.476
07/01/2020,41001,4,07/2020,0.581
07/01/2020,41003,4,07/2020,0.926
07/01/2020,41005,4,07/2020,0.889
07/01/2020,41007,4,07/2020,0.87
07/01/2020,41009,4,07/2020,0.778
07/01/2020,41011,4,07/2020,0.676
07/01/2020,41013,4,07/2020,0.879
07/01/2020,41015,4,07/2020,0.817
07/01/2020,41017,4,07/2020,0.916
07/01/2020,41019,4,07/2020,0.75
07/01/2020,41021,4,07/2020,0.939
07/01/2020,41023,4,07/2020,0.791
07/01/2020,41025,4,07/2020,0.755
07/01/2020,41027,4,07/2020,0.772
07/01/2020,41029,4,07/2020,0.803
07/01/2020,41031,4,07/2020,0.907
07/01/2020,41033,4,07/2020,0.844
07/01/2020,41035,4,07/2020,0.81
07/01/2020,41037,4,07/2020,0.805
07/01/2020,41039,4,07/2020,0.856
07/01/2020,41041,4,07/2020,0.941
07/01/2020,41043,4,07/2020,0.823
07/01/2020,41045,4,07/2020,0.511
07/01/2020,41047,4,07/2020,0.906
07/01/2020,41049,4,07/2020,0.887
07/01/2020,41051,4,07/2020,0.916
07/01/2020,41053,4,07/2020,0.887
07/01/2020,41055,4,07/2020,0.931
07/01/2020,41057,4,07/2020,0.744
07/01/2020,41059,4,07/2020,0.865
07/01/2020,41061,4,07/2020,0.792
07/01/2020,41063,4,07/2020,0.73
07/01/2020,41065,4,07/2020,0.878
07/01/2020,41067,4,07/2020,0.925
07/01/2020,41069,4,07/2020,0.858
07/01/2020,41071,4,07/2020,0.872
04/19/2020,42001,1,04/2020,0.844
04/19/2020,42003,1,04/2020,0.926
04/19/2020,42005,1,04/2020,0.741
04/19/2020,42007,1,04/2020,0.862
04/19/2020,42009,1,04/2020,0.775
04/19/2020,42011,1,04/2020,0.893
04/19/2020,42013,1,04/2020,0.744
04/19/2020,42015,1,04/2020,0.891
04/19/2020,42017,1,04/2020,0.936
04/19/2020,42019,1,04/2020,0.841
04/19/2020,42021,1,04/2020,0.758
04/19/2020,42023,1,04/2020,0.791
04/19/2020,42025,1,04/2020,0.909
04/19/2020,42027,1,04/2020,0.893
04/19/2020,42029,1,04/2020,0.933
04/19/2020,42031,1,04/2020,0.76
04/19/2020,42033,1,04/2020,0.718
04/19/2020,42035,1,04/2020,0.886
04/19/2020,42037,1,04/2020,0.884
04/19/2020,42039,1,04/2020,0.824
04/19/2020,42041,1,04/2020,0.754
04/19/2020,42043,1,04/2020,0.686
04/19/2020,42045,1,04/2020,0.937
04/19/2020,42047,1,04/2020,0.845
04/19/2020,42049,1,04/2020,0.902
04/19/2020,42051,1,04/2020,0.739
04/19/2020,42053,1,04/2020,0.818
04/19/2020,42055,1,04/2020,0.855
04/19/2020,42057,1,04/2020,0.789
04/19/2020,42059,1,04/2020,0.599
04/19/2020,42061,1,04/2020,0.715
04/19/2020,42063,1,04/2020,0.872
04/19/2020,42065,1,04/2020,0.728
04/19/2020,42067,1,04/2020,0.774
04/19/2020,42069,1,04/2020,0.949
04/19/2020,42071,1,04/2020,0.896
04/19/2020,42073,1,04/2020,0.804
04/19/2020,42075,1,04/2020,0.903
04/19/2020,42077,1,04/2020,0.929
04/19/2020,42079,1,04/2020,0.915
04/19/2020,42081,1,04/2020,0.821
04/19/2020,42083,1,04/2020,0.954
04/19/2020,42085,1,04/2020,0.835
04/19/2020,42087,1,04/2020,0.738
04/19/2020,42089,1,04/2020,0.883
04/19/2020,42091,1,04/2020,0.921
04/19/2020,42093,1,04/2020,0.857
04/19/2020,42095,1,04/2020,0.94
04/19/2020,42097,1,04/2020,0.846
04/19/2020,42099,1,04/2020,0.848
04/19/2020,42101,1,04/2020,0.914
04/19/2020,42103,1,04/2020,0.942
04/19/2020,42105,1,04/2020,0.867
04/19/2020,42107,1,04/2020,0.884
04/19/2020,42109,1,04/2020,0.798
04/19/2020,42111,1,04/2020,0.731
04/19/2020,42113,1,04/2020,0.901
04/19/2020,42115,1,04/2020,0.887
04/19/2020,42117,1,04/2020,0.748
04/19/2020,42119,1,04/2020,0.787
04/19/2020,42121,1,04/2020,0.866
04/19/2020,42123,1,04/2020,0.858
04/19/2020,42125,1,04/2020,0.884
04/19/2020,42127,1,04/2020,0.908
04/19/2020,42129,1,04/2020,0.845
04/19/2020,42131,1,04/2020,0.908
04/19/2020,42133,1,04/2020,0.867
05/08/2020,44001,2,05/2020,0.97
05/08/2020,44003,2,05/2020,0.93
05/08/2020,44005,2,05/2020,0.944
05/08/2020,44007,2,05/2020,0.913
05/08/2020,44009,2,05/2020,0.933
,45001,8,,0.537
,45003,8,,0.698
,45005,8,,0.604
,45007,8,,0.728
,45009,8,,0.75
,45011,8,,0.728
,45013,8,,0.88
,45015,8,,0.768
,45017,8,,0.765
,45019,8,,0.843
,45021,8,,0.707
,45023,8,,0.73
,45025,8,,0.655
,45027,8,,0.643
,45029,8,,0.741
,45031,8,,0.651
,45033,8,,0.6
,45035,8,,0.736
,45037,8,,0.734
,45039,8,,0.876
,45041,8,,0.673
,45043,8,,0.866
,45045,8,,0.719
,45047,8,,0.614
,45049,8,,0.69
,45051,8,,0.781
,45053,8,,0.76
,45055,8,,0.805
,45057,8,,0.818
,45059,8,,0.644
,45061,8,,0.663
,45063,8,,0.79
,45065,8,,0.707
,45067,8,,0.503
,45069,8,,0.664
,45071,8,,0.731
,45073,8,,0.693
,45075,8,,0.698
,45077,8,,0.729
,45079,8,,0.855
,45081,8,,0.735
,45083,8,,0.723
,45085,8,,0.665
,45087,8,,0.767
,45089,8,,0.789
,45091,8,,0.806
,46003,8,,0.452
,46005,8,,0.515
,46007,8,,0.683
,46009,8,,0.488
,46011,8,,0.574
,46013,8,,0.504
,46015,8,,0.594
,46017,8,,0.624
,46019,8,,0.642
,46021,8,,0.555
,46023,8,,0.48
,46025,8,,0.47
,46027,8,,0.616
,46029,8,,0.422
,46031,8,,0.532
,46033,8,,0.625
,46035,8,,0.374
,46037,8,,0.429
,46039,8,,0.478
,46041,8,,0.734
,46043,8,,0.435
,46045,8,,0.545
,46047,8,,0.614
,46049,8,,0.57
,46051,8,,0.38
,46053,8,,0.563
,46055,8,,0.681
,46057,8,,0.482
,46059,8,,0.601
,46061,8,,0.438
,46063,8,,0.681
,46065,8,,0.774
,46067,8,,0.509
,46069,8,,0.664
,46071,8,,0.682
,46073,8,,0.51
,46075,8,,0.755
,46077,8,,0.525
,46079,8,,0.563
,46081,8,,0.633
,46083,8,,0.635
,46085,8,,0.706
,46087,8,,0.588
,46089,8,,0.543
,46091,8,,0.474
,46093,8,,0.639
,46095,8,,0.745
,46097,8,,0.502
,46099,8,,0.62
,46101,8,,0.574
,46103,8,,0.636
,46105,8,,0.603
,46107,8,,0.656
,46109,8,,0.42
,46111,8,,0.431
,46115,8,,0.533
,46117,8,,0.791
,46119,8,,0.756
,46121,8,,0.725
,46123,8,,0.654
,46125,8,,0.626
,46127,8,,0.622
,46129,8,,0.583
,46135,8,,0.519
,46137,8,,0.669
,47001,8,,0.695
,47003,8,,0.497
,47005,8,,0.516
,47007,8,,0.666
,47009,8,,0.745
,47011,8,,0.655
,47013,8,,0.663
,47015,8,,0.464
,47017,8,,0.571
,47019,8,,0.702
,47021,8,,0.76
,47023,8,,0.702
,47025,8,,0.633
,47027,8,,0.532
,47029,8,,0.602
,47031,8,,0.571
,47033,8,,0.658
,47035,8,,0.609
,47037,8,,0.858
,47039,8,,0.486
,47041,8,,0.46
,47043,8,,0.791
,47045,8,,0.535
,47047,8,,0.887
,47049,8,,0.599
,47051,8,,0.612
,47053,8,,0.621
,47055,8,,0.678
,47057,8,,0.611
,47059,8,,0.664
,47061,8,,0.542
,47063,8,,0.609
,47065,8,,0.64
,47067,8,,0.55
,47069,8,,0.695
,47071,8,,0.612
,47073,8,,0.603
,47075,8,,0.72
,47077,8,,0.609
,47079,8,,0.554
,47081,8,,0.798
,47083,8,,0.727
,47085,8,,0.627
,47087,8,,0.485
,47089,8,,0.607
,47091,8,,0.673
,47093,8,,0.788
,47095,8,,0.558
,47097,8,,0.65
,47099,8,,0.642
,47101,8,,0.621
,47103,8,,0.581
,47105,8,,0.792
,47107,8,,0.682
,47109,8,,0.674
,47111,8,,0.553
,47113,8,,0.715
,47115,8,,0.628
,47117,8,,0.513
,47119,8,,0.622
,47121,8,,0.667
,47123,8,,0.626
,47125,8,,0.651
,47127,8,,0.551
,47129,8,,0.731
,47131,8,,0.571
,47133,8,,0.521
,47135,8,,0.535
,47137,8,,0.549
,47139,8,,0.692
,47141,8,,0.468
,47143,8,,0.637
,47145,8,,0.679
,47147,8,,0.663
,47149,8,,0.725
,47151,8,,0.581
,47153,8,,0.628
,47155,8,,0.739
,47157,8,,0.837
,47159,8,,0.62
,47161,8,,0.735
,47163,8,,0.67
,47165,8,,0.686
,47167,8,,0.671
,47169,8,,0.585
,47171,8,,0.803
,47173,8,,0.602
,47175,8,,0.562
,47177,8,,0.564
,47179,8,,0.698
,47181,8,,0.561
,47183,8,,0.543
,47185,8,,0.448
,47187,8,,0.816
,47189,8,,0.76
07/03/2020,48001,4,07/2020,0.629
07/03/2020,48003,4,07/2020,0.799
07/03/2020,48005,4,07/2020,0.736
07/03/2020,48007,4,07/2020,0.82
07/03/2020,48009,4,07/2020,0.767
07/03/2020,48011,4,07/2020,0.738
07/03/2020,48013,4,07/2020,0.958
07/03/2020,48015,4,07/2020,0.916
07/03/2020,48017,4,07/2020,0.815
07/03/2020,48019,4,07/2020,0.839
07/03/2020,48021,4,07/2020,0.89
07/03/2020,48023,4,07/2020,0.724
07/03/2020,48025,4,07/2020,0.943
07/03/2020,48027,4,07/2020,0.877
07/03/2020,48029,4,07/2020,0.912
07/03/2020,48031,4,07/2020,0.862
07/03/2020,48033,4,07/2020,0.721
07/03/2020,48035,4,07/2020,0.713
07/03/2020,48037,4,07/2020,0.694
07/03/2020,48039,4,07/2020,0.861
07/03/2020,48041,4,07/2020,0.884
07/03/2020,48043,4,07/2020,0.9
07/03/2020,48045,4,07/2020,0.705
07/03/2020,48047,4,07/2020,0.768
07/03/2020,48049,4,07/2020,0.773
07/03/2020,48051,4,07/2020,0.836
07/03/2020,48053,4,07/2020,0.876
07/03/2020,48055,4,07/2020,0.936
07/03/2020,48057,4,07/2020,0.774
07/03/2020,48059,4,07/2020,0.772
07/03/2020,48061,4,07/2020,0.869
07/03/2020,48063,4,07/2020,0.706
07/03/2020,48065,4,07/2020,0.714
07/03/2020,48067,4,07/2020,0.65
07/03/2020,48069,4,07/2020,0.849
07/03/2020,48071,4,07/2020,0.801
07/03/2020,48073,4,07/2020,0.667
07/03/2020,48075,4,07/2020,0.54
07/03/2020,48077,4,07/2020,0.78
07/03/2020,48079,4,07/2020,0.824
07/03/2020,48081,4,07/2020,0.813
07/03/2020,48083,4,07/2020,0.815
07/03/2020,48085,4,07/2020,0.9
07/03/2020,48087,4,07/2020,0.444
07/03/2020,48089,4,07/2020,0.873
07/03/2020,48091,4,07/2020,0.886
07/03/2020,48093,4,07/2020,0.821
07/03/2020,48095,4,07/2020,0.886
07/03/2020,48097,4,07/2020,0.801
07/03/2020,48099,4,07/2020,0.816
07/03/2020,48101,4,07/2020,0.599
07/03/2020,48103,4,07/2020,0.769
07/03/2020,48105,4,07/2020,0.831
07/03/2020,48107,4,07/2020,0.84
07/03/2020,48109,4,07/2020,0.83
07/03/2020,48111,4,07/2020,0.685
