Date,FIPSCode,Month In Effect,Date In Effect,Mask Use Perc
07/03/2020,20205,4,07/2020,0.582
07/03/2020,20207,4,07/2020,0.561
07/03/2020,20209,4,07/2020,0.843
05/11/2020,21001,2,05/2020,0.642
05/11/2020,21003,2,05/2020,0.73
05/11/2020,21005,2,05/2020,0.884
05/11/2020,21007,2,05/2020,0.661
05/11/2020,21009,2,05/2020,0.764
05/11/2020,21011,2,05/2020,0.782
05/11/2020,21013,2,05/2020,0.639
05/11/2020,21015,2,05/2020,0.752
05/11/2020,21017,2,05/2020,0.898
05/11/2020,21019,2,05/2020,0.589
05/11/2020,21021,2,05/2020,0.759
05/11/2020,21023,2,05/2020,0.63
05/11/2020,21025,2,05/2020,0.679
05/11/2020,21027,2,05/2020,0.655
05/11/2020,21029,2,05/2020,0.716
05/11/2020,21031,2,05/2020,0.705
05/11/2020,21033,2,05/2020,0.615
05/11/2020,21035,2,05/2020,0.602
05/11/2020,21037,2,05/2020,0.708
05/11/2020,21039,2,05/2020,0.664
05/11/2020,21041,2,05/2020,0.554
05/11/2020,21043,2,05/2020,0.707
05/11/2020,21045,2,05/2020,0.598
05/11/2020,21047,2,05/2020,0.644
05/11/2020,21049,2,05/2020,0.713
05/11/2020,21051,2,05/2020,0.6
05/11/2020,21053,2,05/2020,0.54
05/11/2020,21055,2,05/2020,0.472
05/11/2020,21057,2,05/2020,0.603
05/11/2020,21059,2,05/2020,0.767
05/11/2020,21061,2,05/2020,0.803
05/11/2020,21063,2,05/2020,0.732
05/11/2020,21065,2,05/2020,0.677
05/11/2020,21067,2,05/2020,0.852
05/11/2020,21069,2,05/2020,0.789
05/11/2020,21071,2,05/2020,0.674
05/11/2020,21073,2,05/2020,0.735
05/11/2020,21075,2,05/2020,0.597
05/11/2020,21077,2,05/2020,0.677
05/11/2020,21079,2,05/2020,0.816
05/11/2020,21081,2,05/2020,0.714
05/11/2020,21083,2,05/2020,0.562
05/11/2020,21085,2,05/2020,0.781
05/11/2020,21087,2,05/2020,0.735
05/11/2020,21089,2,05/2020,0.57
05/11/2020,21091,2,05/2020,0.781
05/11/2020,21093,2,05/2020,0.775
05/11/2020,21095,2,05/2020,0.732
05/11/2020,21097,2,05/2020,0.851
05/11/2020,21099,2,05/2020,0.795
05/11/2020,21101,2,05/2020,0.73
05/11/2020,21103,2,05/2020,0.652
05/11/2020,21105,2,05/2020,0.617
05/11/2020,21107,2,05/2020,0.719
05/11/2020,21109,2,05/2020,0.656
05/11/2020,21111,2,05/2020,0.832
05/11/2020,21113,2,05/2020,0.838
05/11/2020,21115,2,05/2020,0.739
05/11/2020,21117,2,05/2020,0.745
05/11/2020,21119,2,05/2020,0.639
05/11/2020,21121,2,05/2020,0.636
05/11/2020,21123,2,05/2020,0.783
05/11/2020,21125,2,05/2020,0.669
05/11/2020,21127,2,05/2020,0.604
05/11/2020,21129,2,05/2020,0.672
05/11/2020,21131,2,05/2020,0.661
05/11/2020,21133,2,05/2020,0.746
05/11/2020,21135,2,05/2020,0.653
05/11/2020,21137,2,05/2020,0.681
05/11/2020,21139,2,05/2020,0.53
05/11/2020,21141,2,05/2020,0.721
05/11/2020,21143,2,05/2020,0.522
05/11/2020,21145,2,05/2020,0.625
05/11/2020,21147,2,05/2020,0.644
05/11/2020,21149,2,05/2020,0.708
05/11/2020,21151,2,05/2020,0.704
05/11/2020,21153,2,05/2020,0.704
05/11/2020,21155,2,05/2020,0.798
05/11/2020,21157,2,05/2020,0.575
05/11/2020,21159,2,05/2020,0.741
05/11/2020,21161,2,05/2020,0.763
05/11/2020,21163,2,05/2020,0.713
05/11/2020,21165,2,05/2020,0.683
05/11/2020,21167,2,05/2020,0.762
05/11/2020,21169,2,05/2020,0.709
05/11/2020,21171,2,05/2020,0.598
05/11/2020,21173,2,05/2020,0.844
05/11/2020,21175,2,05/2020,0.68
05/11/2020,21177,2,05/2020,0.688
05/11/2020,21179,2,05/2020,0.792
05/11/2020,21181,2,05/2020,0.862
05/11/2020,21183,2,05/2020,0.682
05/11/2020,21185,2,05/2020,0.838
05/11/2020,21187,2,05/2020,0.756
05/11/2020,21189,2,05/2020,0.664
05/11/2020,21191,2,05/2020,0.742
05/11/2020,21193,2,05/2020,0.673
05/11/2020,21195,2,05/2020,0.693
05/11/2020,21197,2,05/2020,0.687
05/11/2020,21199,2,05/2020,0.651
05/11/2020,21201,2,05/2020,0.79
05/11/2020,21203,2,05/2020,0.631
05/11/2020,21205,2,05/2020,0.698
05/11/2020,21207,2,05/2020,0.571
05/11/2020,21209,2,05/2020,0.84
05/11/2020,21211,2,05/2020,0.748
05/11/2020,21213,2,05/2020,0.634
05/11/2020,21215,2,05/2020,0.863
05/11/2020,21217,2,05/2020,0.743
05/11/2020,21219,2,05/2020,0.66
05/11/2020,21221,2,05/2020,0.749
05/11/2020,21223,2,05/2020,0.559
05/11/2020,21225,2,05/2020,0.481
05/11/2020,21227,2,05/2020,0.794
05/11/2020,21229,2,05/2020,0.783
05/11/2020,21231,2,05/2020,0.586
05/11/2020,21233,2,05/2020,0.661
05/11/2020,21235,2,05/2020,0.65
05/11/2020,21237,2,05/2020,0.651
05/11/2020,21239,2,05/2020,0.891
07/13/2020,22001,4,07/2020,0.627
07/13/2020,22003,4,07/2020,0.616
07/13/2020,22005,4,07/2020,0.717
07/13/2020,22007,4,07/2020,0.674
07/13/2020,22009,4,07/2020,0.705
07/13/2020,22011,4,07/2020,0.677
07/13/2020,22013,4,07/2020,0.7
07/13/2020,22015,4,07/2020,0.693
07/13/2020,22017,4,07/2020,0.706
07/13/2020,22019,4,07/2020,0.683
07/13/2020,22021,4,07/2020,0.739
07/13/2020,22023,4,07/2020,0.706
07/13/2020,22025,4,07/2020,0.747
07/13/2020,22027,4,07/2020,0.746
07/13/2020,22029,4,07/2020,0.674
07/13/2020,22031,4,07/2020,0.758
07/13/2020,22033,4,07/2020,0.825
07/13/2020,22035,4,07/2020,0.811
07/13/2020,22037,4,07/2020,0.786
07/13/2020,22039,4,07/2020,0.598
07/13/2020,22041,4,07/2020,0.721
07/13/2020,22043,4,07/2020,0.764
07/13/2020,22045,4,07/2020,0.72
07/13/2020,22047,4,07/2020,0.834
07/13/2020,22049,4,07/2020,0.673
07/13/2020,22051,4,07/2020,0.859
07/13/2020,22053,4,07/2020,0.55
07/13/2020,22055,4,07/2020,0.75
07/13/2020,22057,4,07/2020,0.724
07/13/2020,22059,4,07/2020,0.794
07/13/2020,22061,4,07/2020,0.707
07/13/2020,22063,4,07/2020,0.753
07/13/2020,22065,4,07/2020,0.789
07/13/2020,22067,4,07/2020,0.732
07/13/2020,22069,4,07/2020,0.728
07/13/2020,22071,4,07/2020,0.86
07/13/2020,22073,4,07/2020,0.705
07/13/2020,22075,4,07/2020,0.735
07/13/2020,22077,4,07/2020,0.806
07/13/2020,22079,4,07/2020,0.76
07/13/2020,22081,4,07/2020,0.716
07/13/2020,22083,4,07/2020,0.728
07/13/2020,22085,4,07/2020,0.709
07/13/2020,22087,4,07/2020,0.754
07/13/2020,22089,4,07/2020,0.832
07/13/2020,22091,4,07/2020,0.671
07/13/2020,22093,4,07/2020,0.664
07/13/2020,22095,4,07/2020,0.656
07/13/2020,22097,4,07/2020,0.714
07/13/2020,22099,4,07/2020,0.726
07/13/2020,22101,4,07/2020,0.734
07/13/2020,22103,4,07/2020,0.822
07/13/2020,22105,4,07/2020,0.759
07/13/2020,22107,4,07/2020,0.759
07/13/2020,22109,4,07/2020,0.74
07/13/2020,22111,4,07/2020,0.68
07/13/2020,22113,4,07/2020,0.72
07/13/2020,22115,4,07/2020,0.697
07/13/2020,22117,4,07/2020,0.703
07/13/2020,22119,4,07/2020,0.759
07/13/2020,22121,4,07/2020,0.846
07/13/2020,22123,4,07/2020,0.791
07/13/2020,22125,4,07/2020,0.761
07/13/2020,22127,4,07/2020,0.679
05/01/2020,23001,2,05/2020,0.776
05/01/2020,23003,2,05/2020,0.69
05/01/2020,23005,2,05/2020,0.851
05/01/2020,23007,2,05/2020,0.74
05/01/2020,23009,2,05/2020,0.796
05/01/2020,23011,2,05/2020,0.785
05/01/2020,23013,2,05/2020,0.873
05/01/2020,23015,2,05/2020,0.892
05/01/2020,23017,2,05/2020,0.802
05/01/2020,23019,2,05/2020,0.806
05/01/2020,23021,2,05/2020,0.668
05/01/2020,23023,2,05/2020,0.88
05/01/2020,23025,2,05/2020,0.728
05/01/2020,23027,2,05/2020,0.767
05/01/2020,23029,2,05/2020,0.816
05/01/2020,23031,2,05/2020,0.828
04/18/2020,24001,1,04/2020,0.949
04/18/2020,24003,1,04/2020,0.893
04/18/2020,24005,1,04/2020,0.919
04/18/2020,24009,1,04/2020,0.83
04/18/2020,24011,1,04/2020,0.938
04/18/2020,24013,1,04/2020,0.916
04/18/2020,24015,1,04/2020,0.92
04/18/2020,24017,1,04/2020,0.824
04/18/2020,24019,1,04/2020,0.963
04/18/2020,24021,1,04/2020,0.875
04/18/2020,24023,1,04/2020,0.876
04/18/2020,24025,1,04/2020,0.946
04/18/2020,24027,1,04/2020,0.893
04/18/2020,24029,1,04/2020,0.921
04/18/2020,24031,1,04/2020,0.905
04/18/2020,24033,1,04/2020,0.814
04/18/2020,24035,1,04/2020,0.914
04/18/2020,24037,1,04/2020,0.915
04/18/2020,24039,1,04/2020,0.94
04/18/2020,24041,1,04/2020,0.97
04/18/2020,24043,1,04/2020,0.836
04/18/2020,24045,1,04/2020,0.92
04/18/2020,24047,1,04/2020,0.952
04/18/2020,24510,1,04/2020,0.881
05/06/2020,25001,2,05/2020,0.948
05/06/2020,25003,2,05/2020,0.916
05/06/2020,25005,2,05/2020,0.908
05/06/2020,25007,2,05/2020,0.946
05/06/2020,25009,2,05/2020,0.919
05/06/2020,25011,2,05/2020,0.918
05/06/2020,25013,2,05/2020,0.916
05/06/2020,25015,2,05/2020,0.966
05/06/2020,25017,2,05/2020,0.925
05/06/2020,25019,2,05/2020,0.948
05/06/2020,25021,2,05/2020,0.93
05/06/2020,25023,2,05/2020,0.924
05/06/2020,25025,2,05/2020,0.924
05/06/2020,25027,2,05/2020,0.91
04/27/2020,26001,1,04/2020,0.756
04/27/2020,26003,1,04/2020,0.824
04/27/2020,26005,1,04/2020,0.783
04/27/2020,26007,1,04/2020,0.792
04/27/2020,26009,1,04/2020,0.843
04/27/2020,26011,1,04/2020,0.736
04/27/2020,26013,1,04/2020,0.815
04/27/2020,26015,1,04/2020,0.715
04/27/2020,26017,1,04/2020,0.829
04/27/2020,26019,1,04/2020,0.879
04/27/2020,26021,1,04/2020,0.802
04/27/2020,26023,1,04/2020,0.633
04/27/2020,26025,1,04/2020,0.737
04/27/2020,26027,1,04/2020,0.754
04/27/2020,26029,1,04/2020,0.831
04/27/2020,26031,1,04/2020,0.836
04/27/2020,26033,1,04/2020,0.88
04/27/2020,26035,1,04/2020,0.822
04/27/2020,26037,1,04/2020,0.866
04/27/2020,26039,1,04/2020,0.847
04/27/2020,26041,1,04/2020,0.749
04/27/2020,26043,1,04/2020,0.765
04/27/2020,26045,1,04/2020,0.767
04/27/2020,26047,1,04/2020,0.837
04/27/2020,26049,1,04/2020,0.821
04/27/2020,26051,1,04/2020,0.841
04/27/2020,26053,1,04/2020,0.758
04/27/2020,26055,1,04/2020,0.872
04/27/2020,26057,1,04/2020,0.765
04/27/2020,26059,1,04/2020,0.671
04/27/2020,26061,1,04/2020,0.786
04/27/2020,26063,1,04/2020,0.815
04/27/2020,26065,1,04/2020,0.832
04/27/2020,26067,1,04/2020,0.623
04/27/2020,26069,1,04/2020,0.717
04/27/2020,26071,1,04/2020,0.76
04/27/2020,26073,1,04/2020,0.735
04/27/2020,26075,1,04/2020,0.677
04/27/2020,26077,1,04/2020,0.86
04/27/2020,26079,1,04/2020,0.874
04/27/2020,26081,1,04/2020,0.856
04/27/2020,26083,1,04/2020,0.795
04/27/2020,26085,1,04/2020,0.752
04/27/2020,26087,1,04/2020,0.755
04/27/2020,26089,1,04/2020,0.866
04/27/2020,26091,1,04/2020,0.872
04/27/2020,26093,1,04/2020,0.885
04/27/2020,26095,1,04/2020,0.854
04/27/2020,26097,1,04/2020,0.855
04/27/2020,26099,1,04/2020,0.833
04/27/2020,26101,1,04/2020,0.828
04/27/2020,26103,1,04/2020,0.829
04/27/2020,26105,1,04/2020,0.701
04/27/2020,26107,1,04/2020,0.718
04/27/2020,26109,1,04/2020,0.8
04/27/2020,26111,1,04/2020,0.84
04/27/2020,26113,1,04/2020,0.857
04/27/2020,26115,1,04/2020,0.846
04/27/2020,26117,1,04/2020,0.668
04/27/2020,26119,1,04/2020,0.76
04/27/2020,26121,1,04/2020,0.771
04/27/2020,26123,1,04/2020,0.754
04/27/2020,26125,1,04/2020,0.896
04/27/2020,26127,1,04/2020,0.779
04/27/2020,26129,1,04/2020,0.717
04/27/2020,26131,1,04/2020,0.766
04/27/2020,26133,1,04/2020,0.769
04/27/2020,26135,1,04/2020,0.774
04/27/2020,26137,1,04/2020,0.774
04/27/2020,26139,1,04/2020,0.782
04/27/2020,26141,1,04/2020,0.798
04/27/2020,26143,1,04/2020,0.854
04/27/2020,26145,1,04/2020,0.813
04/27/2020,26147,1,04/2020,0.834
04/27/2020,26149,1,04/2020,0.677
04/27/2020,26151,1,04/2020,0.732
04/27/2020,26153,1,04/2020,0.798
04/27/2020,26155,1,04/2020,0.772
04/27/2020,26157,1,04/2020,0.782
04/27/2020,26159,1,04/2020,0.77
04/27/2020,26161,1,04/2020,0.913
04/27/2020,26163,1,04/2020,0.846
04/27/2020,26165,1,04/2020,0.83
07/25/2020,27001,4,07/2020,0.622
07/25/2020,27003,4,07/2020,0.737
07/25/2020,27005,4,07/2020,0.492
07/25/2020,27007,4,07/2020,0.525
07/25/2020,27009,4,07/2020,0.567
07/25/2020,27011,4,07/2020,0.438
07/25/2020,27013,4,07/2020,0.711
07/25/2020,27015,4,07/2020,0.587
07/25/2020,27017,4,07/2020,0.798
07/25/2020,27019,4,07/2020,0.664
07/25/2020,27021,4,07/2020,0.661
07/25/2020,27023,4,07/2020,0.542
07/25/2020,27025,4,07/2020,0.667
07/25/2020,27027,4,07/2020,0.649
07/25/2020,27029,4,07/2020,0.523
07/25/2020,27031,4,07/2020,0.757
07/25/2020,27033,4,07/2020,0.478
07/25/2020,27035,4,07/2020,0.66
07/25/2020,27037,4,07/2020,0.724
07/25/2020,27039,4,07/2020,0.798
07/25/2020,27041,4,07/2020,0.575
07/25/2020,27043,4,07/2020,0.601
07/25/2020,27045,4,07/2020,0.773
07/25/2020,27047,4,07/2020,0.574
07/25/2020,27049,4,07/2020,0.793
07/25/2020,27051,4,07/2020,0.561
07/25/2020,27053,4,07/2020,0.839
07/25/2020,27055,4,07/2020,0.761
07/25/2020,27057,4,07/2020,0.607
07/25/2020,27059,4,07/2020,0.582
07/25/2020,27061,4,07/2020,0.545
07/25/2020,27063,4,07/2020,0.511
07/25/2020,27065,4,07/2020,0.492
07/25/2020,27067,4,07/2020,0.602
07/25/2020,27069,4,07/2020,0.543
07/25/2020,27071,4,07/2020,0.571
07/25/2020,27073,4,07/2020,0.472
07/25/2020,27075,4,07/2020,0.805
07/25/2020,27077,4,07/2020,0.562
07/25/2020,27079,4,07/2020,0.631
07/25/2020,27081,4,07/2020,0.609
07/25/2020,27083,4,07/2020,0.549
07/25/2020,27085,4,07/2020,0.569
07/25/2020,27087,4,07/2020,0.567
07/25/2020,27089,4,07/2020,0.549
07/25/2020,27091,4,07/2020,0.571
07/25/2020,27093,4,07/2020,0.69
07/25/2020,27095,4,07/2020,0.495
07/25/2020,27097,4,07/2020,0.613
07/25/2020,27099,4,07/2020,0.71
07/25/2020,27101,4,07/2020,0.573
07/25/2020,27103,4,07/2020,0.688
07/25/2020,27105,4,07/2020,0.499
07/25/2020,27107,4,07/2020,0.614
07/25/2020,27109,4,07/2020,0.818
07/25/2020,27111,4,07/2020,0.461
07/25/2020,27113,4,07/2020,0.511
07/25/2020,27115,4,07/2020,0.606
07/25/2020,27117,4,07/2020,0.598
07/25/2020,27119,4,07/2020,0.491
07/25/2020,27121,4,07/2020,0.611
07/25/2020,27123,4,07/2020,0.823
07/25/2020,27125,4,07/2020,0.47
07/25/2020,27127,4,07/2020,0.548
07/25/2020,27129,4,07/2020,0.621
07/25/2020,27131,4,07/2020,0.755
07/25/2020,27133,4,07/2020,0.575
07/25/2020,27135,4,07/2020,0.561
07/25/2020,27137,4,07/2020,0.754
07/25/2020,27139,4,07/2020,0.801
07/25/2020,27141,4,07/2020,0.585
07/25/2020,27143,4,07/2020,0.613
07/25/2020,27145,4,07/2020,0.589
07/25/2020,27147,4,07/2020,0.719
07/25/2020,27149,4,07/2020,0.589
07/25/2020,27151,4,07/2020,0.565
07/25/2020,27153,4,07/2020,0.559
07/25/2020,27155,4,07/2020,0.505
07/25/2020,27157,4,07/2020,0.745
07/25/2020,27159,4,07/2020,0.57
07/25/2020,27161,4,07/2020,0.761
07/25/2020,27163,4,07/2020,0.765
07/25/2020,27165,4,07/2020,0.573
07/25/2020,27167,4,07/2020,0.448
07/25/2020,27169,4,07/2020,0.763
07/25/2020,27171,4,07/2020,0.646
07/25/2020,27173,4,07/2020,0.528
08/04/2020,28001,5,08/2020,0.644
08/04/2020,28003,5,08/2020,0.65
08/04/2020,28005,5,08/2020,0.677
08/04/2020,28007,5,08/2020,0.74
08/04/2020,28009,5,08/2020,0.722
08/04/2020,28011,5,08/2020,0.705
08/04/2020,28013,5,08/2020,0.673
08/04/2020,28015,5,08/2020,0.657
08/04/2020,28017,5,08/2020,0.707
08/04/2020,28019,5,08/2020,0.807
08/04/2020,28021,5,08/2020,0.812
08/04/2020,28023,5,08/2020,0.802
08/04/2020,28025,5,08/2020,0.791
08/04/2020,28027,5,08/2020,0.789
08/04/2020,28029,5,08/2020,0.709
08/04/2020,28031,5,08/2020,0.699
08/04/2020,28033,5,08/2020,0.779
08/04/2020,28035,5,08/2020,0.794
08/04/2020,28037,5,08/2020,0.647
08/04/2020,28039,5,08/2020,0.774
08/04/2020,28041,5,08/2020,0.803
08/04/2020,28043,5,08/2020,0.675
08/04/2020,28045,5,08/2020,0.757
08/04/2020,28047,5,08/2020,0.694
08/04/2020,28049,5,08/2020,0.771
08/04/2020,28051,5,08/2020,0.771
08/04/2020,28053,5,08/2020,0.714
08/04/2020,28055,5,08/2020,0.774
08/04/2020,28057,5,08/2020,0.655
08/04/2020,28059,5,08/2020,0.712
08/04/2020,28061,5,08/2020,0.7
08/04/2020,28063,5,08/2020,0.705
08/04/2020,28065,5,08/2020,0.626
08/04/2020,28067,5,08/2020,0.734
08/04/2020,28069,5,08/2020,0.864
08/04/2020,28071,5,08/2020,0.76
08/04/2020,28073,5,08/2020,0.787
08/04/2020,28075,5,08/2020,0.84
08/04/2020,28077,5,08/2020,0.606
08/04/2020,28079,5,08/2020,0.791
08/04/2020,28081,5,08/2020,0.685
08/04/2020,28083,5,08/2020,0.666
08/04/2020,28085,5,08/2020,0.658
08/04/2020,28087,5,08/2020,0.783
08/04/2020,28089,5,08/2020,0.744
08/04/2020,28091,5,08/2020,0.663
08/04/2020,28093,5,08/2020,0.851
08/04/2020,28095,5,08/2020,0.71
08/04/2020,28097,5,08/2020,0.657
08/04/2020,28099,5,08/2020,0.9
08/04/2020,28101,5,08/2020,0.865
08/04/2020,28103,5,08/2020,0.845
08/04/2020,28105,5,08/2020,0.833
08/04/2020,28107,5,08/2020,0.668
08/04/2020,28109,5,08/2020,0.738
08/04/2020,28111,5,08/2020,0.776
08/04/2020,28113,5,08/2020,0.686
08/04/2020,28115,5,08/2020,0.713
08/04/2020,28117,5,08/2020,0.623
08/04/2020,28119,5,08/2020,0.758
08/04/2020,28121,5,08/2020,0.74
08/04/2020,28123,5,08/2020,0.795
08/04/2020,28125,5,08/2020,0.718
08/04/2020,28127,5,08/2020,0.645
08/04/2020,28129,5,08/2020,0.611
08/04/2020,28131,5,08/2020,0.703
08/04/2020,28133,5,08/2020,0.68
08/04/2020,28135,5,08/2020,0.735
08/04/2020,28137,5,08/2020,0.702
08/04/2020,28139,5,08/2020,0.647
08/04/2020,28141,5,08/2020,0.595
08/04/2020,28143,5,08/2020,0.744
08/04/2020,28145,5,08/2020,0.689
08/04/2020,28147,5,08/2020,0.622
08/04/2020,28149,5,08/2020,0.803
08/04/2020,28151,5,08/2020,0.614
08/04/2020,28153,5,08/2020,0.781
08/04/2020,28155,5,08/2020,0.724
08/04/2020,28157,5,08/2020,0.636
08/04/2020,28159,5,08/2020,0.875
08/04/2020,28161,5,08/2020,0.74
08/04/2020,28163,5,08/2020,0.767
,29001,8,,0.648
,29003,8,,0.506
,29005,8,,0.669
,29007,8,,0.608
,29009,8,,0.578
,29011,8,,0.585
,29013,8,,0.681
,29015,8,,0.522
,29017,8,,0.618
,29019,8,,0.739
,29021,8,,0.521
,29023,8,,0.477
,29025,8,,0.547
,29027,8,,0.54
,29029,8,,0.495
,29031,8,,0.674
,29033,8,,0.637
,29035,8,,0.406
,29037,8,,0.72
,29039,8,,0.496
,29041,8,,0.658
,29043,8,,0.704
,29045,8,,0.543
07/19/2020,29047,4,07/2020,0.854
,29049,8,,0.726
,29051,8,,0.621
,29053,8,,0.723
,29055,8,,0.55
,29057,8,,0.505
,29059,8,,0.525
,29061,8,,0.538
,29063,8,,0.564
,29065,8,,0.489
,29067,8,,0.495
,29069,8,,0.693
,29071,8,,0.691
,29073,8,,0.539
,29075,8,,0.55
,29077,8,,0.69
,29079,8,,0.483
,29081,8,,0.484
,29083,8,,0.607
,29085,8,,0.48
,29087,8,,0.492
,29089,8,,0.722
,29091,8,,0.349
,29093,8,,0.703
07/01/2020,29095,4,07/2020,0.819
,29097,8,,0.564
,29099,8,,0.663
07/06/2020,29101,4,07/2020,0.7
,29103,8,,0.624
,29105,8,,0.394
,29107,8,,0.818
,29109,8,,0.459
,29111,8,,0.55
,29113,8,,0.581
,29115,8,,0.6
,29117,8,,0.51
,29119,8,,0.614
,29121,8,,0.596
,29123,8,,0.702
,29125,8,,0.622
,29127,8,,0.517
,29129,8,,0.423
,29131,8,,0.537
,29133,8,,0.634
,29135,8,,0.52
,29137,8,,0.549
,29139,8,,0.699
,29141,8,,0.497
,29143,8,,0.641
,29145,8,,0.584
,29147,8,,0.555
,29149,8,,0.37
,29151,8,,0.629
,29153,8,,0.565
,29155,8,,0.611
,29157,8,,0.71
,29159,8,,0.548
,29161,8,,0.564
,29163,8,,0.427
,29165,8,,0.827
,29167,8,,0.605
,29169,8,,0.529
,29171,8,,0.573
,29173,8,,0.486
,29175,8,,0.604
,29177,8,,0.57
,29179,8,,0.595
,29181,8,,0.458
,29183,8,,0.818
,29185,8,,0.509
,29186,8,,0.691
,29187,8,,0.692
07/03/2020,29189,4,07/2020,0.879
,29195,8,,0.575
,29197,8,,0.638
,29199,8,,0.607
,29201,8,,0.632
,29203,8,,0.341
,29205,8,,0.555
,29207,8,,0.587
,29209,8,,0.681
,29211,8,,0.564
,29213,8,,0.654
,29215,8,,0.289
,29217,8,,0.621
,29219,8,,0.696
,29221,8,,0.609
,29223,8,,0.509
,29225,8,,0.45
,29227,8,,0.513
,29229,8,,0.255
,29510,8,,0.863
07/15/2020,30001,4,07/2020,0.605
07/15/2020,30003,4,07/2020,0.521
07/15/2020,30005,4,07/2020,0.444
07/15/2020,30007,4,07/2020,0.638
07/15/2020,30009,4,07/2020,0.527
07/15/2020,30011,4,07/2020,0.629
07/15/2020,30013,4,07/2020,0.527
07/15/2020,30015,4,07/2020,0.498
07/15/2020,30017,4,07/2020,0.51
07/15/2020,30019,4,07/2020,0.398
07/15/2020,30021,4,07/2020,0.435
07/15/2020,30023,4,07/2020,0.622
07/15/2020,30025,4,07/2020,0.536
07/15/2020,30027,4,07/2020,0.448
07/15/2020,30029,4,07/2020,0.598
07/15/2020,30031,4,07/2020,0.661
07/15/2020,30033,4,07/2020,0.486
07/15/2020,30035,4,07/2020,0.592
07/15/2020,30037,4,07/2020,0.517
07/15/2020,30039,4,07/2020,0.605
07/15/2020,30041,4,07/2020,0.465
07/15/2020,30043,4,07/2020,0.656
07/15/2020,30045,4,07/2020,0.488
07/15/2020,30047,4,07/2020,0.555
07/15/2020,30049,4,07/2020,0.664
07/15/2020,30051,4,07/2020,0.499
07/15/2020,30053,4,07/2020,0.59
07/15/2020,30055,4,07/2020,0.406
07/15/2020,30057,4,07/2020,0.61
07/15/2020,30059,4,07/2020,0.599
07/15/2020,30061,4,07/2020,0.506
07/15/2020,30063,4,07/2020,0.581
07/15/2020,30065,4,07/2020,0.525
07/15/2020,30067,4,07/2020,0.681
07/15/2020,30069,4,07/2020,0.516
07/15/2020,30071,4,07/2020,0.443
07/15/2020,30073,4,07/2020,0.532
07/15/2020,30075,4,07/2020,0.461
07/15/2020,30077,4,07/2020,0.67
07/15/2020,30079,4,07/2020,0.459
07/15/2020,30081,4,07/2020,0.588
07/15/2020,30083,4,07/2020,0.446
07/15/2020,30085,4,07/2020,0.407
07/15/2020,30087,4,07/2020,0.517
07/15/2020,30089,4,07/2020,0.455
07/15/2020,30091,4,07/2020,0.441
07/15/2020,30093,4,07/2020,0.646
07/15/2020,30095,4,07/2020,0.541
07/15/2020,30097,4,07/2020,0.601
07/15/2020,30099,4,07/2020,0.543
07/15/2020,30101,4,07/2020,0.519
07/15/2020,30103,4,07/2020,0.529
07/15/2020,30105,4,07/2020,0.406
07/15/2020,30107,4,07/2020,0.507
07/15/2020,30109,4,07/2020,0.454
07/15/2020,30111,4,07/2020,0.527
,31001,8,,0.726
,31003,8,,0.515
,31005,8,,0.604
,31007,8,,0.488
,31009,8,,0.598
,31011,8,,0.612
,31013,8,,0.488
,31015,8,,0.493
,31017,8,,0.61
,31019,8,,0.718
,31021,8,,0.781
,31023,8,,0.603
,31025,8,,0.79
,31027,8,,0.47
,31029,8,,0.596
,31031,8,,0.705
,31033,8,,0.561
,31035,8,,0.68
,31037,8,,0.628
,31039,8,,0.664
,31041,8,,0.642
,31043,8,,0.588
,31045,8,,0.563
,31047,8,,0.676
,31049,8,,0.622
,31051,8,,0.545
,31053,8,,0.688
,31055,8,,0.745
,31057,8,,0.542
,31059,8,,0.588
,31061,8,,0.666
,31063,8,,0.649
,31065,8,,0.634
,31067,8,,0.74
,31069,8,,0.556
,31071,8,,0.606
,31073,8,,0.68
,31075,8,,0.583
,31077,8,,0.666
,31079,8,,0.735
,31081,8,,0.679
,31083,8,,0.65
,31085,8,,0.616
,31087,8,,0.564
,31089,8,,0.519
,31091,8,,0.616
,31093,8,,0.714
,31095,8,,0.69
,31097,8,,0.517
,31099,8,,0.717
,31101,8,,0.628
,31103,8,,0.604
,31105,8,,0.478
,31107,8,,0.456
,31109,8,,0.734
,31111,8,,0.628
,31113,8,,0.612
,31115,8,,0.594
,31117,8,,0.618
,31119,8,,0.473
,31121,8,,0.688
,31123,8,,0.496
,31125,8,,0.666
,31127,8,,0.626
,31129,8,,0.667
,31131,8,,0.703
,31133,8,,0.57
,31135,8,,0.626
,31137,8,,0.699
,31139,8,,0.453
,31141,8,,0.686
,31143,8,,0.527
,31145,8,,0.606
,31147,8,,0.55
,31149,8,,0.571
,31151,8,,0.724
,31153,8,,0.693
,31155,8,,0.523
,31157,8,,0.5
,31159,8,,0.71
,31161,8,,0.575
,31163,8,,0.697
,31165,8,,0.497
,31167,8,,0.463
,31169,8,,0.678
,31171,8,,0.61
,31173,8,,0.605
,31175,8,,0.658
,31177,8,,0.647
,31179,8,,0.481
,31181,8,,0.675
,31183,8,,0.6
,31185,8,,0.366
06/24/2020,32001,3,06/2020,0.827
06/24/2020,32003,3,06/2020,0.887
06/24/2020,32005,3,06/2020,0.826
06/24/2020,32007,3,06/2020,0.743
06/24/2020,32009,3,06/2020,0.904
